,date,blue,green,red,nir,swir1,swir2,therm,tcb,tcg,tcw
47,1991-08-01 00:00:00,0.0268,0.0496,0.0399,0.2502,0.1279,0.0637,0.1883,0.2466,0.1546,-0.0538
48,1991-08-17 00:00:00,0.0235,0.0483,0.0414,0.2537,0.1291,0.0642,0.1973,0.2487,0.1574,-0.0542
49,1991-09-02 00:00:00,0.0241,0.0498,0.0452,0.2564,0.1511,0.0673,0.1748,0.2607,0.1568,-0.069
50,1991-09-18 00:00:00,0.03,0.0512,0.0531,0.2408,0.1681,0.0896,0.1883,0.2684,0.136,-0.0943
51,1991-10-04 00:00:00,0.0357,0.0637,0.0719,0.2308,0.2128,0.1224,0.1378,0.301,0.1104,-0.1382
52,1991-10-20 00:00:00,0.0455,0.0746,0.0873,0.2476,0.2401,0.1373,0.1093,0.3377,0.11,-0.1553
53,1992-03-28 00:00:00,0.0696,0.0833,0.1007,0.1837,0.1931,0.1324,0.0849,0.3011,0.0476,-0.1261
54,1992-05-15 00:00:00,0.044,0.0681,0.0688,0.2439,0.1835,0.1075,0.1928,0.2977,0.1222,-0.1064
55,1992-05-31 00:00:00,0.0402,0.0741,0.0595,0.2728,0.2053,0.1169,0.2455,0.3199,0.1476,-0.1231
56,1992-06-16 00:00:00,0.0582,0.0963,0.0914,0.3611,0.2447,0.1284,0.1702,0.4161,0.1926,-0.1248
57,1992-07-18 00:00:00,0.0403,0.0732,0.0644,0.2991,0.2137,0.111,0.2368,0.3386,0.1671,-0.1188
58,1992-08-03 00:00:00,0.0542,0.0815,0.0801,0.295,0.2405,0.1244,0.271,0.3627,0.1501,-0.139
59,1992-08-19 00:00:00,0.0489,0.0777,0.0864,0.2592,0.2602,0.1447,0.2793,0.3538,0.1174,-0.1708
60,1992-09-20 00:00:00,0.0615,0.1018,0.1375,0.2896,0.3122,0.1781,0.2194,0.4361,0.1041,-0.1995
61,1992-10-06 00:00:00,0.0706,0.1005,0.1413,0.2635,0.3174,0.1901,0.1471,0.429,0.0786,-0.2143
62,1992-10-22 00:00:00,0.0662,0.108,0.1468,0.2547,0.2595,0.1443,0.0947,0.4004,0.0746,-0.1456
63,1993-05-02 00:00:00,0.035,0.0395,0.046,0.0687,0.0496,0.0346,0.1284,0.112,0.0126,-0.0181
64,1993-06-19 00:00:00,0.0401,0.0443,0.0511,0.0987,0.0693,0.0438,0.2455,0.1434,0.0307,-0.0286
65,1993-07-05 00:00:00,0.0363,0.051,0.0576,0.132,0.1173,0.0744,0.2497,0.1902,0.0486,-0.0702
66,1993-08-06 00:00:00,0.0498,0.0636,0.0783,0.1615,0.2778,0.1774,0.3042,0.3007,0.042,-0.2272
67,1993-09-07 00:00:00,0.0481,0.0635,0.0697,0.153,0.266,0.1617,0.2752,0.2833,0.042,-0.214
68,1993-09-23 00:00:00,0.0473,0.0588,0.0739,0.1608,0.2824,0.1794,0.2238,0.2973,0.0448,-0.2341
69,1993-10-25 00:00:00,0.0509,0.0691,0.0787,0.1538,0.2762,0.1657,0.1189,0.2958,0.036,-0.2192
70,1994-04-03 00:00:00,0.0212,0.0325,0.0271,0.0516,0.0349,0.0191,0.0947,0.0778,0.0143,-0.0097
71,1994-06-22 00:00:00,0.0341,0.0509,0.049,0.1812,0.1342,0.0725,0.2455,0.218,0.0926,-0.0737
72,1994-07-08 00:00:00,0.0338,0.0517,0.0441,0.1971,0.1906,0.1016,0.2835,0.2491,0.1033,-0.1281
73,1994-07-24 00:00:00,0.0359,0.0537,0.0456,0.2341,0.2,0.1055,0.2455,0.2763,0.1306,-0.1287
74,1994-08-09 00:00:00,0.0392,0.0605,0.0599,0.2743,0.2305,0.1295,0.2793,0.3259,0.1499,-0.1503
75,1994-08-25 00:00:00,0.0552,0.0812,0.0865,0.2722,0.2635,0.1456,0.2455,0.3653,0.1257,-0.1701
76,1994-09-10 00:00:00,0.0544,0.0806,0.0951,0.28,0.2598,0.1321,0.1883,0.3698,0.1299,-0.1553
77,1994-09-26 00:00:00,0.0593,0.0843,0.1068,0.2577,0.2917,0.1751,0.2583,0.386,0.0986,-0.2031
78,1994-10-28 00:00:00,0.056,0.0876,0.1394,0.3004,0.202,0.1178,0.055,0.3879,0.1245,-0.088
79,1995-04-22 00:00:00,0.0198,0.0193,0.0238,0.0399,0.0222,0.0138,0.1189,0.0583,0.0105,-0.0038
80,1995-05-24 00:00:00,0.0284,0.0344,0.0361,0.0834,0.052,0.0309,0.1044,0.1114,0.0318,-0.0189
81,1995-06-09 00:00:00,0.0358,0.054,0.0431,0.1801,0.0952,0.0522,0.1702,0.1989,0.0966,-0.0361
82,1995-06-25 00:00:00,0.0255,0.0413,0.0357,0.1932,0.0965,0.0528,0.2238,0.1955,0.115,-0.04
83,1995-07-11 00:00:00,0.0387,0.0579,0.0459,0.2657,0.1509,0.0762,0.1702,0.2748,0.1584,-0.0702
84,1995-07-27 00:00:00,0.022,0.0447,0.0352,0.2783,0.147,0.0743,0.2238,0.2655,0.1795,-0.0704
85,1995-08-12 00:00:00,0.0231,0.0478,0.0404,0.3039,0.1787,0.0889,0.1838,0.2979,0.1943,-0.0936
86,1995-08-28 00:00:00,0.0291,0.0603,0.0603,0.3308,0.2175,0.1152,0.1928,0.349,0.1983,-0.122
87,1995-09-13 00:00:00,0.0418,0.0759,0.0804,0.3046,0.2501,0.1322,0.2194,0.3683,0.1597,-0.1499
88,1995-10-15 00:00:00,0.0664,0.0971,0.1324,0.2894,0.3146,0.1842,0.1093,0.4344,0.1059,-0.2073
89,1995-10-31 00:00:00,0.0706,0.1035,0.1452,0.2935,0.2875,0.1668,0.0241,0.4348,0.1032,-0.172
90,1996-04-08 00:00:00,0.0442,0.0427,0.0426,0.0644,0.0381,0.0317,0.0849,0.1066,0.0091,-0.0095
91,1996-05-10 00:00:00,0.0251,0.0306,0.0298,0.0661,0.0306,0.0238,0.1425,0.0874,0.0236,-0.0062
92,1996-05-26 00:00:00,0.0327,0.0352,0.0336,0.0785,0.0392,0.0232,0.1838,0.1026,0.0294,-0.0069
93,1996-06-11 00:00:00,0.0239,0.0366,0.0291,0.129,0.0782,0.0367,0.1838,0.1432,0.0709,-0.0333
94,1996-07-13 00:00:00,0.0291,0.048,0.0379,0.2462,0.1413,0.0713,0.2325,0.2489,0.1513,-0.0692
95,1996-07-29 00:00:00,0.0256,0.0474,0.0403,0.2675,0.1526,0.0771,0.2062,0.2664,0.1669,-0.0758
96,1996-08-14 00:00:00,0.0306,0.0578,0.0454,0.3105,0.1809,0.0951,0.2282,0.3123,0.1928,-0.0938
97,1996-08-30 00:00:00,0.0253,0.0542,0.0552,0.2917,0.2076,0.1114,0.215,0.3165,0.1723,-0.1235
98,1996-09-15 00:00:00,0.0838,0.0951,0.1151,0.3341,0.2689,0.1716,0.075,0.436,0.1494,-0.165
99,1996-10-01 00:00:00,0.0507,0.0832,0.1066,0.2689,0.2864,0.1749,0.1793,0.3884,0.1092,-0.1977
100,1996-11-02 00:00:00,0.0687,0.097,0.1225,0.2687,0.3042,0.172,0.055,0.4114,0.0957,-0.1998
101,1997-04-11 00:00:00,0.0228,0.0165,0.0213,0.0439,0.0172,0.0139,0.075,0.0571,0.0151,-0.001
102,1997-04-27 00:00:00,0.0163,0.0213,0.0221,0.0376,0.0185,0.0131,0.1331,0.0548,0.0098,-0.0016
103,1997-06-14 00:00:00,0.016,0.0246,0.0211,0.0702,0.0339,0.0194,0.1928,0.0806,0.0346,-0.0092
104,1997-07-16 00:00:00,0.0343,0.0382,0.0377,0.1359,0.0654,0.041,0.1518,0.1517,0.0695,-0.0225
105,1997-08-01 00:00:00,0.0522,0.0624,0.0613,0.1547,0.0871,0.0641,0.07,0.2014,0.0613,-0.0349
106,1997-08-17 00:00:00,0.0226,0.0405,0.0346,0.1616,0.0731,0.0403,0.1883,0.1656,0.0929,-0.0232
107,1997-09-02 00:00:00,0.0221,0.0411,0.038,0.1789,0.1151,0.0547,0.1883,0.194,0.1028,-0.056
108,1997-10-20 00:00:00,0.0347,0.0504,0.0559,0.1935,0.176,0.0991,0.06,0.2481,0.0951,-0.1139
109,1997-11-05 00:00:00,0.0355,0.0641,0.0758,0.1794,0.1866,0.0921,0.06,0.2585,0.072,-0.1106
110,1997-11-21 00:00:00,0.0577,0.068,0.0764,0.1409,0.1556,0.091,0.0031,0.233,0.0369,-0.0947
111,1998-03-13 00:00:00,0.0342,0.0343,0.0316,0.0283,0.0203,0.012,0.065,0.0641,-0.0079,0.0022
112,1998-03-29 00:00:00,0.0255,0.0196,0.0203,0.0307,0.0155,0.0147,0.0084,0.0505,0.0039,-0.0025
113,1998-06-01 00:00:00,0.018,0.0246,0.0167,0.0619,0.04,0.0223,0.1883,0.0764,0.0294,-0.018
114,1998-06-17 00:00:00,0.0211,0.0312,0.0248,0.1162,0.056,0.0359,0.1748,0.1236,0.0646,-0.0227
115,1998-07-03 00:00:00,0.028,0.0445,0.038,0.1707,0.0732,0.04,0.1793,0.1754,0.0968,-0.0192
116,1998-07-19 00:00:00,0.0216,0.0431,0.0343,0.2094,0.0949,0.0507,0.2194,0.203,0.1291,-0.0346
117,1998-08-04 00:00:00,0.0257,0.0415,0.0359,0.2105,0.1106,0.049,0.2455,0.2092,0.1291,-0.0437
118,1998-09-21 00:00:00,0.024,0.047,0.0424,0.2069,0.1509,0.0839,0.0898,0.2333,0.1171,-0.0901
119,1998-10-07 00:00:00,0.037,0.0535,0.0633,0.2009,0.1961,0.119,0.1284,0.2691,0.0934,-0.1353
120,1998-10-23 00:00:00,0.0445,0.063,0.0684,0.1817,0.1832,0.1065,0.075,0.2594,0.0742,-0.1189
121,1999-04-17 00:00:00,0.0305,0.0289,0.0283,0.0329,0.0184,0.0132,0.1189,0.0616,-0.001,0.0014
122,1999-05-19 00:00:00,0.077,0.0844,0.0844,0.1167,0.1004,0.0812,0.1093,0.2147,0.0084,-0.0495
123,1999-06-04 00:00:00,0.0405,0.0361,0.0427,0.062,0.0705,0.05,0.1141,0.1161,0.0065,-0.0446
124,1999-07-14 00:00:00,0.0238,0.0327,0.028,0.1388,0.0814,0.0462,0.2335,0.1498,0.0787,-0.0405
125,1999-07-22 00:00:00,0.0255,0.0367,0.0319,0.1626,0.0863,0.0477,0.2062,0.1695,0.0943,-0.038
126,1999-07-30 00:00:00,0.0228,0.0373,0.0285,0.1678,0.0934,0.0553,0.2284,0.1743,0.0993,-0.0475
127,1999-08-15 00:00:00,0.0166,0.0299,0.0232,0.1543,0.0855,0.0456,0.1709,0.1546,0.0953,-0.0421
128,1999-09-08 00:00:00,0.0236,0.0379,0.032,0.1542,0.0795,0.0423,0.1518,0.1615,0.0884,-0.0315
129,1999-09-16 00:00:00,0.036,0.0444,0.0302,0.1651,0.0946,0.046,0.1762,0.1776,0.094,-0.0408
130,1999-10-02 00:00:00,0.0255,0.0377,0.0381,0.1667,0.1195,0.0646,0.1271,0.19,0.0919,-0.068
131,1999-10-10 00:00:00,0.0253,0.0457,0.0454,0.1646,0.1334,0.0669,0.0996,0.201,0.0845,-0.0754
132,1999-10-18 00:00:00,0.0198,0.0376,0.0403,0.1543,0.145,0.0841,0.0932,0.1954,0.079,-0.0992
133,1999-11-03 00:00:00,0.0587,0.0812,0.0797,0.1798,0.1714,0.1044,0.0218,0.2709,0.0611,-0.1023
134,2000-03-26 00:00:00,0.0234,0.0218,0.0206,0.0324,0.0279,0.0157,0.1046,0.0562,0.0048,-0.0107
135,2000-04-11 00:00:00,0.0296,0.0304,0.0307,0.0466,0.0471,0.0393,0.1216,0.0863,0.0048,-0.0304
136,2000-05-21 00:00:00,0.0168,0.0281,0.0308,0.0599,0.0525,0.0399,0.2062,0.0922,0.0177,-0.0326
137,2000-05-29 00:00:00,0.0233,0.028,0.0254,0.0709,0.0569,0.0369,0.1816,0.0975,0.0286,-0.0331
138,2000-06-06 00:00:00,0.0809,0.0943,0.0929,0.1859,0.1486,0.1138,0.0241,0.2867,0.0517,-0.0839
139,2000-06-14 00:00:00,0.0251,0.0348,0.0271,0.1224,0.0829,0.0484,0.2386,0.142,0.0652,-0.0458
140,2000-06-22 00:00:00,0.0234,0.0384,0.0334,0.1367,0.104,0.0562,0.2062,0.1633,0.0718,-0.0595
141,2000-06-30 00:00:00,0.0271,0.0376,0.0342,0.1491,0.103,0.0555,0.2284,0.1708,0.0809,-0.0558
142,2000-07-08 00:00:00,0.0318,0.0491,0.0391,0.1748,0.097,0.0575,0.1471,0.1926,0.0953,-0.0439
143,2000-07-24 00:00:00,0.0274,0.0438,0.0348,0.1909,0.1101,0.0582,0.2106,0.2006,0.112,-0.0527
144,2000-08-01 00:00:00,0.0226,0.0428,0.0284,0.2132,0.1212,0.0628,0.2335,0.213,0.1332,-0.061
145,2000-08-09 00:00:00,0.0314,0.0548,0.0431,0.2379,0.1294,0.0619,0.2062,0.2444,0.1416,-0.054
146,2000-08-17 00:00:00,0.0252,0.0467,0.0344,0.2543,0.1323,0.0621,0.213,0.2454,0.1617,-0.0574
147,2000-08-25 00:00:00,0.0231,0.0499,0.0391,0.2607,0.1401,0.071,0.2062,0.257,0.1628,-0.0648
148,2000-09-10 00:00:00,0.0468,0.0719,0.0629,0.266,0.1702,0.0863,0.1471,0.3002,0.1444,-0.0811
149,2000-09-18 00:00:00,0.0326,0.0512,0.0485,0.2112,0.1585,0.0843,0.1921,0.2451,0.1151,-0.0917
150,2000-09-26 00:00:00,0.0372,0.0575,0.0546,0.2254,0.1959,0.1125,0.1564,0.2785,0.1172,-0.1283
151,2000-10-04 00:00:00,0.0284,0.0503,0.0602,0.2187,0.1892,0.1024,0.1382,0.2685,0.1135,-0.1189
152,2001-03-13 00:00:00,0.0553,0.0587,0.0609,0.0728,0.0603,0.0388,0.0156,0.139,0.0004,-0.018
153,2001-03-21 00:00:00,0.0306,0.0341,0.0357,0.0503,0.0484,0.0373,0.0947,0.0928,0.0046,-0.027
154,2001-03-29 00:00:00,0.0317,0.0312,0.0348,0.0516,0.0559,0.042,0.0932,0.0955,0.0058,-0.0355
155,2001-04-22 00:00:00,0.0784,0.0842,0.0851,0.1263,0.103,0.0798,0.0137,0.2213,0.0157,-0.0483
156,2001-05-08 00:00:00,0.0665,0.0788,0.0867,0.1413,0.1221,0.0871,0.06,0.2338,0.0289,-0.0638
157,2001-05-16 00:00:00,0.0498,0.0594,0.0567,0.1276,0.1131,0.0812,0.1159,0.1937,0.0406,-0.0705
158,2001-05-24 00:00:00,0.035,0.0451,0.0471,0.1239,0.1114,0.0734,0.2368,0.175,0.049,-0.0716
159,2001-06-17 00:00:00,0.0336,0.0488,0.0441,0.2001,0.1253,0.0698,0.1974,0.2218,0.1109,-0.0642
160,2001-07-03 00:00:00,0.033,0.0551,0.0433,0.2613,0.1552,0.0796,0.2537,0.2706,0.1572,-0.0776
161,2001-07-11 00:00:00,0.0361,0.0587,0.0441,0.2567,0.1494,0.0788,0.2018,0.2685,0.152,-0.073
162,2001-07-27 00:00:00,0.0279,0.0547,0.0465,0.2662,0.1636,0.0824,0.2368,0.2773,0.16,-0.0833
163,2001-08-20 00:00:00,0.031,0.0527,0.0463,0.2908,0.1793,0.0879,0.2335,0.2973,0.1788,-0.0929
164,2001-08-28 00:00:00,0.0296,0.0581,0.0551,0.277,0.1972,0.1032,0.2194,0.3053,0.1603,-0.1134
165,2001-09-05 00:00:00,0.0357,0.0629,0.0624,0.2905,0.2048,0.1004,0.1816,0.3221,0.1658,-0.1108
166,2001-09-21 00:00:00,0.0383,0.0657,0.0712,0.2444,0.2581,0.1443,0.2335,0.329,0.1175,-0.1795
167,2001-09-29 00:00:00,0.0382,0.0678,0.0814,0.2293,0.2637,0.1482,0.1702,0.3295,0.0995,-0.185
168,2002-04-01 00:00:00,0.0238,0.0247,0.0251,0.0437,0.0584,0.045,0.1271,0.0828,0.0066,-0.0452
169,2002-05-03 00:00:00,0.0363,0.0451,0.0487,0.0996,0.0993,0.0701,0.1492,0.1576,0.0292,-0.0656
170,2002-05-11 00:00:00,0.0269,0.0403,0.0488,0.0934,0.098,0.0738,0.161,0.1506,0.0263,-0.0694
171,2002-06-12 00:00:00,0.0265,0.0418,0.0388,0.1255,0.0964,0.0592,0.2325,0.1602,0.0585,-0.0559
172,2002-07-06 00:00:00,0.0263,0.0367,0.03,0.1707,0.0958,0.0476,0.2335,0.1762,0.1016,-0.0434
173,2002-07-14 00:00:00,0.0289,0.0411,0.0296,0.1732,0.0932,0.051,0.2368,0.1798,0.1019,-0.0423
174,2002-08-31 00:00:00,0.0251,0.0481,0.0437,0.2213,0.1861,0.1004,0.215,0.2578,0.125,-0.1207
175,2002-09-24 00:00:00,0.0373,0.0602,0.0684,0.2138,0.2418,0.1337,0.2386,0.2999,0.0975,-0.1699
176,2002-10-02 00:00:00,0.0384,0.0617,0.0769,0.2042,0.2481,0.1501,0.1236,0.3057,0.0828,-0.1831
177,2002-10-18 00:00:00,0.068,0.0882,0.1097,0.2213,0.2671,0.1549,0.1378,0.3577,0.0689,-0.1792
178,2002-11-03 00:00:00,0.0786,0.1008,0.1297,0.2456,0.2942,0.1866,0.0084,0.406,0.0693,-0.2032
179,2002-11-27 00:00:00,0.0566,0.0866,0.1142,0.2036,0.26,0.1532,0.0461,0.3445,0.0551,-0.1761
180,2003-05-14 00:00:00,0.0321,0.0435,0.0429,0.0881,0.0879,0.0575,0.1793,0.1398,0.0258,-0.0546
181,2003-05-22 00:00:00,0.027,0.0306,0.0346,0.0765,0.0668,0.0471,0.2233,0.1131,0.0258,-0.0415
182,2003-06-15 00:00:00,0.033,0.0415,0.0442,0.1154,0.0829,0.0592,0.2238,0.1544,0.0469,-0.0469
183,2003-07-01 00:00:00,0.0271,0.0353,0.042,0.1376,0.084,0.0565,0.2018,0.1618,0.0683,-0.0438
184,2003-07-17 00:00:00,0.0215,0.0326,0.0343,0.1367,0.0879,0.0541,0.254,0.1554,0.0732,-0.0483
185,2003-08-18 00:00:00,0.029,0.0482,0.044,0.2076,0.1678,0.0846,0.2497,0.2416,0.1157,-0.101
186,2003-09-03 00:00:00,0.0411,0.0548,0.0557,0.2302,0.1896,0.1023,0.2238,0.2772,0.1219,-0.1169
187,2003-09-19 00:00:00,0.0359,0.0545,0.059,0.2151,0.2306,0.1134,0.2106,0.2845,0.1076,-0.1537
188,2003-09-27 00:00:00,0.0368,0.0541,0.074,0.2204,0.2504,0.141,0.2537,0.3085,0.1003,-0.1784
189,2003-10-05 00:00:00,0.0467,0.0624,0.078,0.2137,0.2587,0.1324,0.1793,0.3129,0.0909,-0.1769
190,2003-10-13 00:00:00,0.0406,0.0628,0.0791,0.2246,0.2525,0.1458,0.1103,0.3199,0.0979,-0.1785
191,2003-10-21 00:00:00,0.0443,0.0672,0.0849,0.2133,0.2689,0.1546,0.1656,0.3264,0.0833,-0.1945
192,2003-10-29 00:00:00,0.0563,0.0828,0.12,0.2528,0.2753,0.1612,0.0816,0.3809,0.091,-0.1807
193,2004-03-13 00:00:00,0.0386,0.0297,0.0324,0.0523,0.0481,0.0397,0.0849,0.0924,0.0071,-0.0295
194,2004-03-21 00:00:00,0.0241,0.0259,0.0284,0.0459,0.054,0.0365,0.1159,0.0831,0.0076,-0.0353
195,2004-04-06 00:00:00,0.0255,0.0311,0.0272,0.053,0.0585,0.0404,0.1437,0.0913,0.0119,-0.0386
196,2004-04-30 00:00:00,0.035,0.041,0.0438,0.0918,0.0975,0.0719,0.1838,0.1483,0.0263,-0.0694
197,2004-05-08 00:00:00,0.0403,0.0458,0.045,0.1019,0.09,0.0663,0.0989,0.1542,0.0326,-0.0574
198,2004-05-16 00:00:00,0.0461,0.0594,0.0583,0.1234,0.109,0.0735,0.1284,0.1883,0.0382,-0.0634
199,2004-05-24 00:00:00,0.0296,0.0405,0.0328,0.1153,0.0876,0.0573,0.1762,0.1479,0.0535,-0.0528
200,2004-06-01 00:00:00,0.0277,0.0411,0.0357,0.1189,0.0942,0.0558,0.1928,0.1532,0.0553,-0.0547
201,2004-06-17 00:00:00,0.0277,0.038,0.0385,0.137,0.0907,0.055,0.2238,0.1625,0.0691,-0.0481
202,2004-07-03 00:00:00,0.0214,0.035,0.0279,0.1152,0.0641,0.0331,0.1883,0.1282,0.0618,-0.0249
203,2004-07-11 00:00:00,0.0237,0.0367,0.0282,0.1576,0.0888,0.0492,0.213,0.1654,0.0923,-0.0428
204,2004-07-27 00:00:00,0.0208,0.0345,0.031,0.1922,0.0957,0.0506,0.2487,0.1877,0.1191,-0.0412
205,2004-08-04 00:00:00,0.0304,0.0449,0.0384,0.2174,0.1273,0.0669,0.215,0.2263,0.1293,-0.0631
206,2004-08-12 00:00:00,0.0285,0.0464,0.0361,0.231,0.1235,0.0605,0.2386,0.2304,0.1421,-0.0544
207,2004-08-20 00:00:00,0.0252,0.0445,0.0378,0.2156,0.1352,0.0623,0.2368,0.2251,0.1297,-0.0664
208,2004-08-28 00:00:00,0.0236,0.0441,0.035,0.2424,0.1407,0.0679,0.2233,0.2414,0.1519,-0.0694
209,2004-09-05 00:00:00,0.0277,0.0445,0.0471,0.217,0.1622,0.0847,0.1928,0.2452,0.1226,-0.0953
210,2004-09-21 00:00:00,0.0248,0.0503,0.0557,0.2033,0.2029,0.114,0.1284,0.2634,0.1024,-0.1398
211,2004-10-07 00:00:00,0.0424,0.0584,0.0787,0.1988,0.2358,0.1322,0.1564,0.295,0.0803,-0.1648
212,2004-11-08 00:00:00,0.0456,0.0705,0.0862,0.1803,0.2461,0.1493,0.08,0.3014,0.0562,-0.181
213,2004-11-16 00:00:00,0.0544,0.0759,0.0894,0.1902,0.2164,0.1165,0.0758,0.296,0.0647,-0.1365
