,ordinaldate,blue,green,red,nir,swir1,swir2,therm,tcb,tcg,tcw,fmask
74,727365,740,996,1059,2087,2615,1709,2625,3564,550,-1863,0
75,727381,3440,3502,3672,4521,4476,3538,-403,9005,-53,-2369,4
76,727397,541,765,788,2051,2237,1400,3124,3066,783,-1561,0
77,727413,671,899,930,2304,2718,1866,3124,3631,796,-2048,0
78,727429,524,736,801,2057,2448,1562,3165,3165,767,-1805,0
79,727461,591,793,906,2003,2761,1826,2583,3389,610,-2143,0
80,727477,602,754,933,2070,2508,1614,1928,3300,688,-1828,0
81,727493,542,671,817,1735,2168,1150,1189,2782,574,-1433,0
82,727509,654,815,909,1758,2318,1634,700,3089,427,-1765,0
83,727685,430,461,514,831,765,565,1656,1411,155,-437,0
84,727701,2764,2785,2729,3551,2769,2297,-2595,6669,88,-1098,4
85,727717,356,503,516,1323,755,470,1838,1672,561,-270,0
86,727733,377,505,480,1405,1021,681,2752,1836,609,-574,0
87,727749,273,508,518,1389,1311,779,2793,1942,579,-825,0
88,727781,531,828,875,2425,2293,1355,2960,3360,1031,-1459,0
89,727813,498,717,764,2328,2127,1198,2455,3102,1061,-1327,0
90,727829,493,723,849,2176,2410,1486,2018,3219,856,-1698,0
91,727861,476,750,834,1710,2224,1369,1093,2865,507,-1591,0
92,727877,7551,7647,7793,8150,7170,6461,-1155,17451,-1194,-3034,4
93,727941,7783,8521,8579,8195,970,765,-743,15058,-950,5102,3
94,727957,1321,1520,1668,1988,1479,729,-238,3597,105,-197,3
95,728021,315,367,408,761,817,479,1471,1246,203,-489,0
96,728037,3804,3983,3968,4600,4369,3672,137,9487,-319,-2162,4
97,728053,2063,2120,2054,2594,2240,1787,397,5043,-7,-979,4
98,728101,530,824,917,2127,2525,1674,3083,3357,728,-1858,0
99,728117,723,978,1131,2219,3125,2260,3644,3956,546,-2503,0
100,728133,554,718,840,1973,2445,1532,2625,3129,684,-1791,0
101,728149,784,1018,1149,2483,3337,2530,3246,4276,690,-2745,0
102,728165,891,1087,1221,2790,3517,2630,2835,4622,851,-2829,0
103,728181,883,1212,1349,3154,3676,2624,2497,5000,1052,-2797,0
104,728197,819,1028,1180,2585,3454,2454,2918,4381,758,-2745,0
105,728229,527,646,875,2121,2219,1119,1044,3031,864,-1361,0
106,728405,312,348,364,740,604,480,1793,1135,212,-367,0
107,728437,527,667,682,1606,1328,781,1425,2281,595,-704,0
108,728453,314,535,487,1695,1024,522,2282,1970,862,-416,0
109,728469,307,483,444,1788,988,492,2625,1959,974,-379,0
110,728485,561,771,675,3023,2182,1095,2282,3480,1650,-1180,0
111,728501,367,597,596,2859,1750,820,2625,3032,1668,-816,0
112,728517,346,633,594,3039,1919,967,2497,3232,1786,-980,0
113,728533,414,643,670,3019,2091,1111,2238,3367,1698,-1161,0
114,728549,459,712,767,2693,2233,1188,2540,3334,1358,-1323,0
115,728581,599,851,1092,2564,2811,1675,1656,3820,972,-1906,0
116,728597,562,964,1291,2619,2748,1538,550,3949,918,-1685,0
117,728613,2002,2195,2153,2734,2657,1879,-348,5348,35,-1247,4
118,728629,685,852,1156,1858,2366,1512,31,3291,389,-1619,0
119,728709,1102,1072,1160,1276,547,236,-75,2270,-5,344,3
120,728757,246,253,253,475,634,400,1564,859,100,-446,0
121,728789,354,337,413,914,1156,672,1928,1483,294,-811,0
122,728805,348,341,327,746,750,481,2238,1168,231,-477,0
123,728821,306,399,375,1255,804,436,2583,1509,612,-362,0
124,728853,435,698,704,2535,1855,1005,3083,3037,1297,-1008,0
125,728869,404,660,675,2487,1853,1070,2667,2986,1277,-1073,0
126,728885,534,770,860,2528,2535,1530,2877,3504,1107,-1727,0
127,728901,514,743,912,2437,2780,1719,2667,3586,991,-2017,0
128,728917,4577,4499,4824,5772,4981,3663,-628,11194,-46,-1950,4
129,728933,601,831,1026,2312,3151,2083,2325,3832,749,-2460,0
130,728949,1054,1308,1539,3059,4070,2794,650,5288,809,-3104,0
131,728965,583,773,967,2017,2095,1223,600,3072,684,-1304,0
132,729077,366,297,435,829,818,490,-22,1284,249,-488,0
133,729125,280,360,338,590,760,483,1378,1082,108,-511,0
134,729141,234,249,250,520,403,274,1928,778,158,-205,0
135,729157,821,819,886,1601,1352,895,800,2548,393,-688,0
136,729189,274,361,362,1254,1082,572,2667,1597,611,-647,0
137,729221,560,753,770,1980,1621,1020,2018,2734,790,-931,0
138,729237,274,421,450,1469,1188,711,2793,1860,705,-723,0
139,729253,395,595,562,2149,1370,897,2625,2509,1105,-753,0
140,729269,378,530,509,1989,1501,708,2625,2355,1049,-789,0
141,729285,16000,5857,6224,7333,6247,4481,-628,16348,-1745,-1938,4
142,729317,423,501,683,1726,1797,938,1284,2443,720,-1132,0
143,729333,383,380,603,1298,1450,795,1044,1953,473,-943,0
144,729349,497,679,823,1620,1746,910,189,2526,520,-1020,0
145,729461,673,653,601,575,524,310,550,1307,-136,-94,3
146,729477,293,323,338,467,399,269,137,836,47,-165,0
147,729509,547,571,571,1005,957,636,1518,1689,211,-534,0
148,729541,194,278,277,586,491,223,2325,850,204,-208,0
149,729557,209,277,276,756,447,291,2238,952,328,-186,0
150,729573,279,375,352,835,500,330,2106,1120,315,-185,0
151,729589,247,465,399,1575,903,334,2793,1728,864,-285,0
152,729605,341,593,531,2535,1324,742,2877,2651,1459,-564,0
153,729637,427,659,581,2589,1515,754,2625,2818,1447,-659,0
154,729653,325,556,563,2280,1366,796,1564,2530,1243,-673,0
155,729669,396,635,713,2007,1573,900,1656,2592,909,-866,0
156,729685,491,680,815,2034,1582,1012,1378,2731,839,-892,0
157,729829,16000,8024,7803,6808,221,158,-183,14930,-2789,5629,3
158,729861,604,492,477,524,414,322,1189,1097,-70,-110,1
159,729893,642,669,707,1091,1054,747,1093,1930,160,-586,0
160,729909,264,240,275,474,517,294,1702,808,103,-297,0
161,729949,218,269,264,937,556,307,2833,1085,475,-240,0
162,729957,286,471,403,1730,1052,582,2752,1934,941,-504,0
163,729965,314,563,487,2299,1336,691,2882,2465,1311,-607,0
164,729981,321,545,448,2342,971,528,2130,2311,1391,-267,0
165,729989,16000,16000,16000,16000,16000,5203,-1216,32767,-2013,-2241,4
166,729997,2146,2168,2116,3435,1941,1426,-1388,5419,658,-359,4
167,730005,352,456,417,1135,604,464,2106,1440,472,-240,0
168,730013,444,480,421,1243,647,347,2233,1519,553,-168,0
169,730029,320,449,467,1414,1109,617,1869,1812,653,-610,0
170,730037,275,405,533,1403,1171,767,1564,1869,607,-736,0
171,730045,274,432,501,1220,1031,572,1437,1668,500,-561,0
172,730061,932,1010,1064,1943,1880,1255,-31,3193,465,-1103,0
173,730085,866,1073,1134,1926,1834,1260,-75,3222,413,-1046,2
174,730109,1325,1357,1476,1862,1368,908,-31,3358,109,-348,3
175,730117,1015,1273,1394,1938,1462,922,-129,3291,276,-458,3
176,730205,212,196,227,383,384,265,1159,652,77,-232,1
177,730221,292,258,288,633,714,419,1655,1010,196,-468,0
178,730229,16000,7251,7291,7671,16000,5503,-293,20996,-2458,-8521,4
179,730245,327,334,317,547,286,263,1331,845,114,-72,0
180,730261,184,246,224,634,571,331,2325,883,262,-342,0
181,730269,210,239,170,708,228,84,2182,733,380,40,0
182,730277,985,1199,1225,2591,2299,1742,700,3988,780,-1469,0
183,730285,181,237,206,899,380,174,2833,925,506,-72,0
184,730293,197,314,278,1029,584,325,2583,1173,532,-239,0
185,730301,321,488,392,1783,792,421,2735,1854,1003,-217,0
186,730309,419,596,616,1885,970,541,2194,2185,917,-298,0
187,730325,361,509,492,1698,1290,757,2835,2111,826,-742,0
188,730333,289,416,375,1482,806,394,2979,1634,797,-290,0
189,730341,439,595,561,1883,1140,618,2625,2228,928,-477,0
190,730349,346,490,487,1995,1183,621,2735,2203,1091,-534,0
191,730357,305,498,482,1735,1376,748,2540,2136,873,-795,0
192,730373,377,633,693,2120,1255,738,1702,2504,1035,-536,0
193,730381,331,538,570,1881,1421,814,2335,2320,923,-801,0
194,730389,369,573,618,1688,1549,906,2062,2319,719,-959,0
195,730397,352,451,601,1608,1543,933,1869,2214,690,-1017,0
196,730405,1050,1073,1071,1654,1719,1403,-22,3066,178,-1122,4
197,730485,5811,5955,5844,5414,437,314,-743,10209,-865,3768,3
198,730541,16000,16000,16000,8509,1309,1087,-287,24307,-7363,8809,3
199,730557,2475,2542,2460,1832,749,448,581,4312,-777,929,3
200,730565,303,384,427,588,687,503,1331,1127,51,-440,0
201,730573,307,305,343,557,637,500,1216,1014,85,-452,0
202,730589,906,922,970,1533,1322,919,279,2612,258,-646,0
203,730597,614,675,720,1147,1157,762,947,2001,199,-650,0
204,730613,724,828,868,1599,1391,979,1141,2552,402,-773,0
205,730621,437,511,478,1161,798,515,1492,1602,429,-366,2
206,730629,298,416,416,898,771,531,2918,1344,292,-451,0
207,730637,355,467,457,1421,1096,671,2233,1834,646,-631,0
208,730645,309,409,467,1046,986,559,1793,1530,380,-571,0
209,730653,327,402,429,1282,996,544,2735,1645,587,-535,0
210,730669,1390,1509,1498,2844,2350,1511,816,4458,747,-1153,4
211,730677,445,586,611,1691,1352,823,2583,2257,722,-771,0
212,730685,348,479,500,1268,902,503,2335,1673,527,-411,0
213,730693,434,616,664,1689,1917,1173,3286,2553,639,-1347,0
214,730709,394,414,418,922,556,354,2018,1269,321,-189,2
215,730717,475,627,659,1876,1698,1051,3075,2574,799,-1085,0
216,730725,446,618,706,1844,2023,1148,2710,2696,743,-1360,0
217,730733,523,697,761,1852,2069,1236,2284,2815,679,-1408,0
218,730741,4143,4092,4016,4537,3394,2566,-22,9029,-311,-788,4
219,730749,465,586,670,1757,1711,1103,2735,2509,702,-1154,0
220,730757,379,494,630,1571,1969,1164,2238,2419,599,-1437,0
221,730773,1914,2005,2086,2931,2124,1579,-403,5091,324,-725,4
222,730781,405,574,683,1547,1528,956,1159,2287,562,-981,0
223,730797,808,899,997,1972,1882,1218,31,3093,571,-1123,0
224,730941,255,266,308,523,584,370,1655,902,111,-364,0
225,730973,356,428,450,995,815,474,1869,1436,349,-413,0
226,730981,301,401,430,1002,864,465,2411,1419,380,-452,0
227,731005,486,641,649,1547,1170,749,1709,2152,581,-605,0
228,731013,364,554,526,1389,1280,826,3246,1985,544,-818,0
229,731021,1072,1160,1225,2403,2007,1376,816,3705,678,-1089,0
230,731029,2120,2316,2329,3559,3381,2901,-628,6458,410,-2121,4
231,731037,406,578,586,1668,1243,772,3027,2173,732,-680,0
232,731045,429,600,594,1587,1638,999,3165,2321,622,-1096,0
233,731053,2751,2632,2479,3515,2760,2062,874,6386,252,-1064,4
234,731085,992,1021,1018,2052,1738,1123,1437,3172,582,-915,4
235,731093,465,637,691,1745,2071,1357,3042,2707,634,-1540,0
236,731109,3651,3692,3710,4525,3354,2625,-1976,8588,-11,-990,4
237,731117,527,649,705,1813,2141,1337,2833,2788,671,-1553,0
238,731125,428,615,693,1541,1682,1179,1656,2411,508,-1211,0
239,731133,1955,2063,2198,3232,3330,2653,-287,5985,332,-2095,4
240,731141,799,982,1095,1911,2261,1606,1425,3354,401,-1583,0
241,731157,591,752,893,1616,2215,1685,898,2939,339,-1774,0
242,731173,1205,1190,1392,2298,2366,1701,-22,3965,438,-1490,4
243,731181,522,650,851,1569,2182,1137,581,2694,435,-1461,0
244,731189,2103,2245,2393,3127,3017,2749,-459,6063,75,-1859,4
245,731221,8507,8484,8812,7827,957,666,-917,15081,-1451,5187,3
246,731253,361,366,493,756,1400,885,31,1576,91,-1107,0
247,731269,517,578,636,922,949,646,84,1674,115,-530,0
248,731301,496,561,675,1022,1145,953,-22,1874,138,-823,0
249,731349,300,398,373,777,762,542,2325,1243,219,-492,0
250,731357,339,435,465,1172,996,584,2979,1627,467,-563,0
251,731381,410,515,523,1525,1259,726,3205,2025,669,-723,0
252,731397,387,557,558,1783,1344,803,2710,2249,840,-759,0
253,731413,369,569,541,1782,1671,1060,3486,2403,811,-1142,0
254,731421,448,605,560,2023,1570,864,2882,2506,1000,-891,0
255,731437,422,594,599,2251,1859,998,2785,2770,1149,-1116,0
256,731445,474,668,681,1964,2256,1294,3326,2885,814,-1581,0
257,731453,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
258,731461,478,672,690,2097,2242,1302,2918,2966,912,-1547,0
259,731477,421,630,659,2066,2191,1220,2540,2867,933,-1488,0
260,731485,452,611,675,2016,2251,1294,2882,2881,874,-1582,0
261,731493,528,667,777,1997,2237,1375,2238,2980,772,-1580,0
262,731501,452,544,694,1797,2120,1232,1601,2683,714,-1505,0
263,731509,440,616,761,1759,2437,1439,1973,2873,607,-1820,0
264,731517,722,882,1117,2072,3046,2426,1216,3838,434,-2603,0
265,731557,5186,5162,4989,4728,467,296,-515,8891,-712,3179,3
266,731621,16000,7690,7695,7273,696,416,-801,15207,-2330,5138,3
267,731653,3451,3401,3207,2291,326,165,31,5346,-1085,1916,3
268,731661,326,329,324,506,704,478,1271,1004,48,-495,0
269,731669,455,429,428,660,592,434,996,1173,83,-305,0
270,731677,248,262,269,571,611,404,1974,921,165,-407,0
271,731693,290,321,289,730,546,304,1709,1013,276,-251,0
272,731701,249,367,345,777,835,580,2282,1236,242,-582,0
273,731709,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
274,731717,375,559,555,1406,1182,769,2325,1971,549,-703,0
275,731725,355,454,505,1659,1005,551,2386,1935,832,-437,0
276,731733,358,546,520,1759,1010,558,2710,2043,882,-402,0
277,731749,292,515,521,1800,1174,650,3165,2113,918,-569,0
278,731757,355,538,501,2005,1205,625,2931,2246,1079,-535,0
279,731765,379,554,527,1910,1359,777,2793,2301,962,-739,0
280,731773,390,609,545,2306,1607,896,2882,2669,1236,-886,0
281,731789,397,648,596,2372,1940,1084,3360,2900,1227,-1191,0
282,731797,466,702,706,2352,2335,1278,2960,3155,1106,-1535,0
283,731805,565,750,813,2592,2415,1390,3218,3443,1201,-1565,0
284,731813,472,669,711,2193,2461,1559,3246,3158,942,-1828,0
285,731821,405,627,681,2383,2283,1310,2979,3106,1164,-1538,0
286,731829,452,682,728,2170,2463,1590,2752,3164,912,-1846,0
287,731845,419,675,731,2033,2488,1611,2238,3090,805,-1904,0
288,731853,545,723,904,2152,2612,1708,2537,3361,770,-1957,0
289,731861,539,727,902,2083,2680,1753,2150,3352,709,-2044,0
290,731869,2816,2852,2884,4211,3342,2543,-1536,7408,476,-1446,4
291,731893,453,703,810,1740,2169,1304,849,2813,566,-1525,0
292,731901,508,605,761,1663,1737,984,1046,2502,588,-1084,0
293,731917,1197,1224,1356,2382,1856,1052,156,3695,610,-735,3
294,731933,4421,4615,4692,4516,885,504,-94,8401,-521,2500,3
295,732013,801,843,810,1029,815,567,581,1939,22,-253,4
296,732045,376,425,453,890,990,647,1159,1475,236,-657,0
297,732069,581,580,573,1308,1124,690,1518,1939,436,-618,4
298,732085,267,308,236,560,345,152,1518,778,196,-74,0
299,732093,275,342,312,1089,749,332,2833,1307,544,-325,0
300,732101,252,380,301,1071,794,483,2540,1351,508,-448,0
301,732109,232,349,287,1294,658,350,2436,1381,722,-242,0
302,732117,351,578,517,2177,1227,654,2540,2383,1196,-521,0
303,732125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
304,732133,377,686,635,2406,1509,840,2793,2761,1265,-723,0
305,732141,339,606,561,2432,1527,880,3027,2709,1340,-794,0
306,732149,430,695,669,2521,1910,1029,3001,3030,1301,-1074,0
307,732157,447,667,664,2520,1936,1053,3075,3032,1303,-1114,0
308,732165,418,693,757,2442,2177,1306,3205,3178,1157,-1414,0
309,732173,452,726,803,2484,2308,1378,3123,3306,1145,-1517,0
310,732181,474,739,829,2375,2521,1609,3124,3388,1006,-1813,0
311,732189,453,718,835,2397,2668,1546,3027,3422,1037,-1874,0
312,732197,727,993,1081,2543,2998,2064,2583,4036,853,-2246,0
313,732213,498,686,810,2106,2277,1349,1883,3069,847,-1557,0
314,732229,559,795,958,2102,2770,1867,2062,3481,662,-2140,0
315,732237,1226,1292,1368,2235,2050,1378,156,3788,421,-1076,4
316,732269,635,805,875,1837,2206,1369,340,3011,550,-1525,0
317,732349,16000,16000,16000,8555,823,574,-821,24062,-7252,9462,3
318,732357,16000,8779,8764,8409,1362,934,-1095,17231,-2269,5142,3
319,732365,16000,16000,16000,7793,435,352,-550,23452,-7825,9712,3
320,732421,685,721,686,769,695,419,1189,1575,-56,-199,1
321,732429,212,203,201,376,379,254,1974,632,84,-230,0
322,732437,301,263,293,517,519,329,2062,868,112,-300,0
323,732445,-9999,-9999,-9999,-9999,-9999,-9999,2637,-9999,-9999,-9999,255
324,732461,625,801,767,1783,1355,938,1327,2550,626,-727,4
325,732469,315,425,394,932,730,454,2194,1328,336,-374,0
326,732477,184,219,208,671,354,195,2537,785,324,-114,0
327,732485,210,298,267,794,651,314,3165,1047,354,-330,0
328,732493,322,386,318,1062,645,359,2931,1297,498,-264,0
329,732501,389,511,493,1306,861,564,3165,1714,538,-407,0
330,732509,360,537,499,1732,1244,744,3266,2129,846,-688,0
331,732517,411,627,588,2038,1424,878,2877,2489,998,-785,0
332,732525,458,643,610,2218,1535,910,2882,2663,1114,-834,0
333,732533,2566,2689,2668,4209,4430,3832,-572,7809,471,-3082,4
334,732541,420,649,613,2138,1546,919,2979,2619,1053,-861,0
335,732549,438,665,618,2121,2029,1168,2960,2831,994,-1340,0
336,732557,575,790,840,2459,2273,1349,2637,3346,1077,-1452,2
337,732565,496,689,734,2042,2230,1334,2960,2973,836,-1551,0
338,732581,530,675,807,1873,2186,1363,2793,2911,659,-1551,0
339,732589,16000,16000,16000,7441,6546,6075,-617,26492,-8933,1988,4
340,732597,396,592,722,1899,1984,1330,2238,2746,766,-1436,0
341,732605,532,680,849,2042,2103,1394,1437,3015,766,-1466,0
342,732613,604,769,844,1763,2039,1323,1564,2867,527,-1415,0
343,732629,4975,5014,4970,4379,238,102,-293,8459,-885,3343,3
344,732685,6520,6686,6670,6147,2349,2174,-617,12566,-1234,1900,4
345,732701,16000,8329,16000,8407,445,329,-821,20613,-5655,8289,3
346,732709,16000,9127,8973,8932,486,424,-976,17399,-1959,6288,3
347,732741,16000,6090,5826,4847,339,172,-183,11948,-2949,4153,3
348,732749,1130,1213,1214,1168,804,506,340,2445,-192,29,3
349,732757,319,392,432,653,757,534,898,1203,91,-491,0
350,732765,264,256,316,609,818,555,1547,1069,149,-619,0
351,732781,263,302,269,626,559,287,1159,929,214,-281,0
352,732789,178,198,269,608,532,336,1883,861,229,-319,0
353,732805,393,471,458,1059,1134,700,2455,1654,347,-743,0
354,732813,386,499,517,1508,1152,676,2284,1955,673,-629,0
355,732829,-9999,-9999,-9999,-9999,-9999,-9999,2833,-9999,-9999,-9999,255
356,732837,420,611,599,1707,1177,718,2368,2186,755,-584,0
357,732845,321,532,530,1906,1385,748,2931,2281,976,-745,0
358,732853,347,576,542,1695,1571,845,3165,2271,774,-959,0
359,732861,393,602,542,1938,1404,806,3313,2369,960,-767,0
360,732869,489,738,677,2248,1723,981,2793,2838,1069,-958,0
361,732885,396,632,536,2127,1670,956,3165,2605,1084,-999,0
362,732893,1087,1208,1179,2541,1905,1239,816,3718,818,-913,4
363,732901,418,673,651,2108,1830,1122,2960,2768,976,-1168,0
364,732909,499,674,709,2320,2057,1069,2735,2997,1110,-1228,0
365,732917,411,679,690,2213,2026,1271,3001,2947,1018,-1359,0
366,732925,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
367,732933,493,735,774,2135,1927,1202,2325,2942,899,-1224,0
368,732941,749,901,1003,2461,2439,1499,1601,3606,925,-1578,0
369,732957,730,927,1007,2164,2086,1411,932,3314,697,-1336,0
370,732973,409,588,746,1819,1932,1164,1547,2659,713,-1307,0
371,732989,434,531,661,1559,1746,1132,989,2379,562,-1249,0
372,733005,539,653,782,1759,2162,1233,340,2786,603,-1489,0
373,733133,16000,16000,16000,7507,745,561,-222,23433,-8082,9318,3
374,733149,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
375,733157,2236,2233,1997,1752,803,449,499,3850,-507,663,3
376,733165,314,301,313,527,500,294,1921,889,105,-249,0
377,733173,963,1026,1055,1511,1539,1127,293,2817,137,-876,0
378,733181,229,292,217,767,604,358,2686,1001,349,-346,0
379,733197,377,462,455,1465,825,480,1816,1731,708,-322,0
380,733213,546,727,652,2011,1335,781,1601,2528,915,-626,0
381,733221,376,567,539,1811,1361,868,3001,2277,862,-809,0
382,733229,365,525,506,2047,1319,738,2979,2332,1095,-674,0
383,733237,1920,2110,2043,3185,2857,2015,750,5589,459,-1432,4
384,733245,478,646,597,2337,1616,863,2537,2744,1218,-840,0
385,733253,325,613,604,2292,1832,1072,3042,2793,1180,-1132,0
386,733261,415,663,641,2441,1777,892,2637,2879,1281,-931,0
387,733269,452,648,694,2367,2165,1307,3246,3085,1133,-1449,0
388,733277,442,630,682,2389,2104,1192,2979,3036,1179,-1341,0
389,733285,445,658,737,2346,2302,1437,2238,3172,1075,-1611,0
390,733293,519,722,846,2356,2512,1469,2833,3353,999,-1722,0
391,733301,564,770,906,2271,2576,1667,2918,3433,856,-1873,0
392,733309,527,714,872,2135,2396,1510,2130,3212,805,-1705,0
393,733333,1680,1982,1938,2774,2948,2303,345,5288,210,-1817,4
394,733341,583,791,982,2164,2852,1776,1816,3538,710,-2120,0
395,733373,4061,4021,4162,4477,3864,3375,-418,9364,-519,-1585,4
396,733437,4212,4642,4659,4548,971,751,-222,8454,-488,2285,3
397,733445,3091,3203,3114,3074,1229,727,-22,6002,-398,1031,3
398,733477,3483,3673,3716,3945,1104,661,-22,7055,-159,1620,3
399,733493,424,457,486,759,737,521,1093,1332,119,-415,0
400,733501,281,329,378,662,785,504,989,1146,149,-520,0
401,733517,297,362,410,855,1036,617,2637,1396,260,-705,0
402,733549,278,362,359,1306,901,710,2785,1602,633,-598,0
403,733557,333,427,424,1186,1167,692,3205,1686,485,-757,0
404,733565,327,401,397,1436,1020,571,2284,1729,721,-548,0
405,733573,440,576,457,1605,1200,700,2325,2041,751,-659,0
406,733581,318,479,416,1716,1190,568,2833,1983,919,-586,0
407,733589,306,543,463,1762,1283,781,3165,2138,889,-743,0
408,733597,428,607,595,2334,1461,836,2833,2660,1237,-728,0
409,733605,397,687,636,2263,1916,1097,3486,2871,1110,-1183,0
410,733613,439,688,717,2371,2091,1152,3453,3055,1141,-1288,0
411,733621,581,815,886,2660,2832,1683,3083,3751,1159,-1978,0
412,733629,-9999,-9999,-9999,-9999,-9999,-9999,3360,-9999,-9999,-9999,255
413,733637,541,792,870,2419,2588,1625,2960,3496,996,-1834,0
414,733645,562,778,923,2501,2730,1657,2882,3623,1030,-1920,0
415,733653,471,743,837,2214,2712,1759,2667,3396,852,-2063,0
416,733661,553,787,902,2401,2857,1633,3123,3590,964,-2017,0
417,733669,529,821,881,2094,2457,1759,2625,3316,709,-1882,0
