Date,Band 1,Band 2,Band 3,Band 4,Band 5,Band 6,Band 7,Brightness,Greenness,Wetness,Band 11
1992-08-19, 524.00000, 736.00000, 801.00000,2057.00000,2448.00000,1562.00000,3165.00000,3165.00000, 767.00000,-1805.00000,   0.00000
1992-09-20, 591.00000, 793.00000, 906.00000,2003.00000,2761.00000,1826.00000,2583.00000,3389.00000, 610.00000,-2143.00000,   0.00000
1992-10-06, 602.00000, 754.00000, 933.00000,2070.00000,2508.00000,1614.00000,1928.00000,3300.00000, 688.00000,-1828.00000,   0.00000
1992-10-22, 542.00000, 671.00000, 817.00000,1735.00000,2168.00000,1150.00000,1189.00000,2782.00000, 574.00000,-1433.00000,   0.00000
1992-11-07, 654.00000, 815.00000, 909.00000,1758.00000,2318.00000,1634.00000, 700.00000,3089.00000, 427.00000,-1765.00000,   0.00000
1993-05-02, 430.00000, 461.00000, 514.00000, 831.00000, 765.00000, 565.00000,1656.00000,1411.00000, 155.00000,-437.00000,   0.00000
1993-05-18,2764.00000,2785.00000,2729.00000,3551.00000,2769.00000,2297.00000,-2595.00000,6669.00000,  88.00000,-1098.00000,   4.00000
1993-06-03, 356.00000, 503.00000, 516.00000,1323.00000, 755.00000, 470.00000,1838.00000,1672.00000, 561.00000,-270.00000,   0.00000
1993-06-19, 377.00000, 505.00000, 480.00000,1405.00000,1021.00000, 681.00000,2752.00000,1836.00000, 609.00000,-574.00000,   0.00000
1993-07-05, 273.00000, 508.00000, 518.00000,1389.00000,1311.00000, 779.00000,2793.00000,1942.00000, 579.00000,-825.00000,   0.00000
1993-08-06, 531.00000, 828.00000, 875.00000,2425.00000,2293.00000,1355.00000,2960.00000,3360.00000,1031.00000,-1459.00000,   0.00000
1993-09-07, 498.00000, 717.00000, 764.00000,2328.00000,2127.00000,1198.00000,2455.00000,3102.00000,1061.00000,-1327.00000,   0.00000
1993-09-23, 493.00000, 723.00000, 849.00000,2176.00000,2410.00000,1486.00000,2018.00000,3219.00000, 856.00000,-1698.00000,   0.00000
1993-10-25, 476.00000, 750.00000, 834.00000,1710.00000,2224.00000,1369.00000,1093.00000,2865.00000, 507.00000,-1591.00000,   0.00000
1993-11-10,7551.00000,7647.00000,7793.00000,8150.00000,7170.00000,6461.00000,-1155.00000,17451.00000,-1194.00000,-3034.00000,   4.00000
1994-01-13,7783.00000,8521.00000,8579.00000,8195.00000, 970.00000, 765.00000,-743.00000,15058.00000,-950.00000,5102.00000,   3.00000
1994-01-29,1321.00000,1520.00000,1668.00000,1988.00000,1479.00000, 729.00000,-238.00000,3597.00000, 105.00000,-197.00000,   3.00000
1994-04-03, 315.00000, 367.00000, 408.00000, 761.00000, 817.00000, 479.00000,1471.00000,1246.00000, 203.00000,-489.00000,   0.00000
1994-04-19,3804.00000,3983.00000,3968.00000,4600.00000,4369.00000,3672.00000, 137.00000,9487.00000,-319.00000,-2162.00000,   4.00000
1994-05-05,2063.00000,2120.00000,2054.00000,2594.00000,2240.00000,1787.00000, 397.00000,5043.00000,  -7.00000,-979.00000,   4.00000
1994-06-22, 530.00000, 824.00000, 917.00000,2127.00000,2525.00000,1674.00000,3083.00000,3357.00000, 728.00000,-1858.00000,   0.00000
1994-07-08, 723.00000, 978.00000,1131.00000,2219.00000,3125.00000,2260.00000,3644.00000,3956.00000, 546.00000,-2503.00000,   0.00000
1994-07-24, 554.00000, 718.00000, 840.00000,1973.00000,2445.00000,1532.00000,2625.00000,3129.00000, 684.00000,-1791.00000,   0.00000
1994-08-09, 784.00000,1018.00000,1149.00000,2483.00000,3337.00000,2530.00000,3246.00000,4276.00000, 690.00000,-2745.00000,   0.00000
1994-08-25, 891.00000,1087.00000,1221.00000,2790.00000,3517.00000,2630.00000,2835.00000,4622.00000, 851.00000,-2829.00000,   0.00000
1994-09-10, 883.00000,1212.00000,1349.00000,3154.00000,3676.00000,2624.00000,2497.00000,5000.00000,1052.00000,-2797.00000,   0.00000
1994-09-26, 819.00000,1028.00000,1180.00000,2585.00000,3454.00000,2454.00000,2918.00000,4381.00000, 758.00000,-2745.00000,   0.00000
1994-10-28, 527.00000, 646.00000, 875.00000,2121.00000,2219.00000,1119.00000,1044.00000,3031.00000, 864.00000,-1361.00000,   0.00000
1995-04-22, 312.00000, 348.00000, 364.00000, 740.00000, 604.00000, 480.00000,1793.00000,1135.00000, 212.00000,-367.00000,   0.00000
1995-05-24, 527.00000, 667.00000, 682.00000,1606.00000,1328.00000, 781.00000,1425.00000,2281.00000, 595.00000,-704.00000,   0.00000
1995-06-09, 314.00000, 535.00000, 487.00000,1695.00000,1024.00000, 522.00000,2282.00000,1970.00000, 862.00000,-416.00000,   0.00000
1995-06-25, 307.00000, 483.00000, 444.00000,1788.00000, 988.00000, 492.00000,2625.00000,1959.00000, 974.00000,-379.00000,   0.00000
1995-07-11, 561.00000, 771.00000, 675.00000,3023.00000,2182.00000,1095.00000,2282.00000,3480.00000,1650.00000,-1180.00000,   0.00000
1995-07-27, 367.00000, 597.00000, 596.00000,2859.00000,1750.00000, 820.00000,2625.00000,3032.00000,1668.00000,-816.00000,   0.00000
1995-08-12, 346.00000, 633.00000, 594.00000,3039.00000,1919.00000, 967.00000,2497.00000,3232.00000,1786.00000,-980.00000,   0.00000
1995-08-28, 414.00000, 643.00000, 670.00000,3019.00000,2091.00000,1111.00000,2238.00000,3367.00000,1698.00000,-1161.00000,   0.00000
1995-09-13, 459.00000, 712.00000, 767.00000,2693.00000,2233.00000,1188.00000,2540.00000,3334.00000,1358.00000,-1323.00000,   0.00000
1995-10-15, 599.00000, 851.00000,1092.00000,2564.00000,2811.00000,1675.00000,1656.00000,3820.00000, 972.00000,-1906.00000,   0.00000
1995-10-31, 562.00000, 964.00000,1291.00000,2619.00000,2748.00000,1538.00000, 550.00000,3949.00000, 918.00000,-1685.00000,   0.00000
1995-11-16,2002.00000,2195.00000,2153.00000,2734.00000,2657.00000,1879.00000,-348.00000,5348.00000,  35.00000,-1247.00000,   4.00000
1995-12-02, 685.00000, 852.00000,1156.00000,1858.00000,2366.00000,1512.00000,  31.00000,3291.00000, 389.00000,-1619.00000,   0.00000
1996-02-20,1102.00000,1072.00000,1160.00000,1276.00000, 547.00000, 236.00000, -75.00000,2270.00000,  -5.00000, 344.00000,   3.00000
1996-04-08, 246.00000, 253.00000, 253.00000, 475.00000, 634.00000, 400.00000,1564.00000, 859.00000, 100.00000,-446.00000,   0.00000
1996-05-10, 354.00000, 337.00000, 413.00000, 914.00000,1156.00000, 672.00000,1928.00000,1483.00000, 294.00000,-811.00000,   0.00000
1996-05-26, 348.00000, 341.00000, 327.00000, 746.00000, 750.00000, 481.00000,2238.00000,1168.00000, 231.00000,-477.00000,   0.00000
1996-06-11, 306.00000, 399.00000, 375.00000,1255.00000, 804.00000, 436.00000,2583.00000,1509.00000, 612.00000,-362.00000,   0.00000
1996-07-13, 435.00000, 698.00000, 704.00000,2535.00000,1855.00000,1005.00000,3083.00000,3037.00000,1297.00000,-1008.00000,   0.00000
1996-07-29, 404.00000, 660.00000, 675.00000,2487.00000,1853.00000,1070.00000,2667.00000,2986.00000,1277.00000,-1073.00000,   0.00000
1996-08-14, 534.00000, 770.00000, 860.00000,2528.00000,2535.00000,1530.00000,2877.00000,3504.00000,1107.00000,-1727.00000,   0.00000
1996-08-30, 514.00000, 743.00000, 912.00000,2437.00000,2780.00000,1719.00000,2667.00000,3586.00000, 991.00000,-2017.00000,   0.00000
1996-09-15,4577.00000,4499.00000,4824.00000,5772.00000,4981.00000,3663.00000,-628.00000,11194.00000, -46.00000,-1950.00000,   4.00000
1996-10-01, 601.00000, 831.00000,1026.00000,2312.00000,3151.00000,2083.00000,2325.00000,3832.00000, 749.00000,-2460.00000,   0.00000
1996-10-17,1054.00000,1308.00000,1539.00000,3059.00000,4070.00000,2794.00000, 650.00000,5288.00000, 809.00000,-3104.00000,   0.00000
1996-11-02, 583.00000, 773.00000, 967.00000,2017.00000,2095.00000,1223.00000, 600.00000,3072.00000, 684.00000,-1304.00000,   0.00000
1997-02-22, 366.00000, 297.00000, 435.00000, 829.00000, 818.00000, 490.00000, -22.00000,1284.00000, 249.00000,-488.00000,   0.00000
1997-04-11, 280.00000, 360.00000, 338.00000, 590.00000, 760.00000, 483.00000,1378.00000,1082.00000, 108.00000,-511.00000,   0.00000
1997-04-27, 234.00000, 249.00000, 250.00000, 520.00000, 403.00000, 274.00000,1928.00000, 778.00000, 158.00000,-205.00000,   0.00000
1997-05-13, 821.00000, 819.00000, 886.00000,1601.00000,1352.00000, 895.00000, 800.00000,2548.00000, 393.00000,-688.00000,   0.00000
1997-06-14, 274.00000, 361.00000, 362.00000,1254.00000,1082.00000, 572.00000,2667.00000,1597.00000, 611.00000,-647.00000,   0.00000
1997-07-16, 560.00000, 753.00000, 770.00000,1980.00000,1621.00000,1020.00000,2018.00000,2734.00000, 790.00000,-931.00000,   0.00000
1997-08-01, 274.00000, 421.00000, 450.00000,1469.00000,1188.00000, 711.00000,2793.00000,1860.00000, 705.00000,-723.00000,   0.00000
1997-08-17, 395.00000, 595.00000, 562.00000,2149.00000,1370.00000, 897.00000,2625.00000,2509.00000,1105.00000,-753.00000,   0.00000
1997-09-02, 378.00000, 530.00000, 509.00000,1989.00000,1501.00000, 708.00000,2625.00000,2355.00000,1049.00000,-789.00000,   0.00000
1997-09-18,16000.00000,5857.00000,6224.00000,7333.00000,6247.00000,4481.00000,-628.00000,16348.00000,-1745.00000,-1938.00000,   4.00000
1997-10-20, 423.00000, 501.00000, 683.00000,1726.00000,1797.00000, 938.00000,1284.00000,2443.00000, 720.00000,-1132.00000,   0.00000
1997-11-05, 383.00000, 380.00000, 603.00000,1298.00000,1450.00000, 795.00000,1044.00000,1953.00000, 473.00000,-943.00000,   0.00000
1997-11-21, 497.00000, 679.00000, 823.00000,1620.00000,1746.00000, 910.00000, 189.00000,2526.00000, 520.00000,-1020.00000,   0.00000
1998-03-13, 673.00000, 653.00000, 601.00000, 575.00000, 524.00000, 310.00000, 550.00000,1307.00000,-136.00000, -94.00000,   3.00000
1998-03-29, 293.00000, 323.00000, 338.00000, 467.00000, 399.00000, 269.00000, 137.00000, 836.00000,  47.00000,-165.00000,   0.00000
1998-04-30, 547.00000, 571.00000, 571.00000,1005.00000, 957.00000, 636.00000,1518.00000,1689.00000, 211.00000,-534.00000,   0.00000
1998-06-01, 194.00000, 278.00000, 277.00000, 586.00000, 491.00000, 223.00000,2325.00000, 850.00000, 204.00000,-208.00000,   0.00000
1998-06-17, 209.00000, 277.00000, 276.00000, 756.00000, 447.00000, 291.00000,2238.00000, 952.00000, 328.00000,-186.00000,   0.00000
1998-07-03, 279.00000, 375.00000, 352.00000, 835.00000, 500.00000, 330.00000,2106.00000,1120.00000, 315.00000,-185.00000,   0.00000
1998-07-19, 247.00000, 465.00000, 399.00000,1575.00000, 903.00000, 334.00000,2793.00000,1728.00000, 864.00000,-285.00000,   0.00000
1998-08-04, 341.00000, 593.00000, 531.00000,2535.00000,1324.00000, 742.00000,2877.00000,2651.00000,1459.00000,-564.00000,   0.00000
1998-09-05, 427.00000, 659.00000, 581.00000,2589.00000,1515.00000, 754.00000,2625.00000,2818.00000,1447.00000,-659.00000,   0.00000
1998-09-21, 325.00000, 556.00000, 563.00000,2280.00000,1366.00000, 796.00000,1564.00000,2530.00000,1243.00000,-673.00000,   0.00000
1998-10-07, 396.00000, 635.00000, 713.00000,2007.00000,1573.00000, 900.00000,1656.00000,2592.00000, 909.00000,-866.00000,   0.00000
1998-10-23, 491.00000, 680.00000, 815.00000,2034.00000,1582.00000,1012.00000,1378.00000,2731.00000, 839.00000,-892.00000,   0.00000
1999-03-16,16000.00000,8024.00000,7803.00000,6808.00000, 221.00000, 158.00000,-183.00000,14930.00000,-2789.00000,5629.00000,   3.00000
1999-04-17, 604.00000, 492.00000, 477.00000, 524.00000, 414.00000, 322.00000,1189.00000,1097.00000, -70.00000,-110.00000,   1.00000
1999-05-19, 642.00000, 669.00000, 707.00000,1091.00000,1054.00000, 747.00000,1093.00000,1930.00000, 160.00000,-586.00000,   0.00000
1999-06-04, 264.00000, 240.00000, 275.00000, 474.00000, 517.00000, 294.00000,1702.00000, 808.00000, 103.00000,-297.00000,   0.00000
1999-07-14, 218.00000, 269.00000, 264.00000, 937.00000, 556.00000, 307.00000,2833.00000,1085.00000, 475.00000,-240.00000,   0.00000
1999-07-22, 286.00000, 471.00000, 403.00000,1730.00000,1052.00000, 582.00000,2752.00000,1934.00000, 941.00000,-504.00000,   0.00000
1999-07-30, 314.00000, 563.00000, 487.00000,2299.00000,1336.00000, 691.00000,2882.00000,2465.00000,1311.00000,-607.00000,   0.00000
1999-08-15, 321.00000, 545.00000, 448.00000,2342.00000, 971.00000, 528.00000,2130.00000,2311.00000,1391.00000,-267.00000,   0.00000
1999-08-23,16000.00000,16000.00000,16000.00000,16000.00000,16000.00000,5203.00000,-1216.00000,32767.00000,-2013.00000,-2241.00000,   4.00000
1999-08-31,2146.00000,2168.00000,2116.00000,3435.00000,1941.00000,1426.00000,-1388.00000,5419.00000, 658.00000,-359.00000,   4.00000
1999-09-08, 352.00000, 456.00000, 417.00000,1135.00000, 604.00000, 464.00000,2106.00000,1440.00000, 472.00000,-240.00000,   0.00000
1999-09-16, 444.00000, 480.00000, 421.00000,1243.00000, 647.00000, 347.00000,2233.00000,1519.00000, 553.00000,-168.00000,   0.00000
1999-10-02, 320.00000, 449.00000, 467.00000,1414.00000,1109.00000, 617.00000,1869.00000,1812.00000, 653.00000,-610.00000,   0.00000
1999-10-10, 275.00000, 405.00000, 533.00000,1403.00000,1171.00000, 767.00000,1564.00000,1869.00000, 607.00000,-736.00000,   0.00000
1999-10-18, 274.00000, 432.00000, 501.00000,1220.00000,1031.00000, 572.00000,1437.00000,1668.00000, 500.00000,-561.00000,   0.00000
1999-11-03, 932.00000,1010.00000,1064.00000,1943.00000,1880.00000,1255.00000, -31.00000,3193.00000, 465.00000,-1103.00000,   0.00000
1999-11-27, 866.00000,1073.00000,1134.00000,1926.00000,1834.00000,1260.00000, -75.00000,3222.00000, 413.00000,-1046.00000,   2.00000
1999-12-21,1325.00000,1357.00000,1476.00000,1862.00000,1368.00000, 908.00000, -31.00000,3358.00000, 109.00000,-348.00000,   3.00000
1999-12-29,1015.00000,1273.00000,1394.00000,1938.00000,1462.00000, 922.00000,-129.00000,3291.00000, 276.00000,-458.00000,   3.00000
2000-03-26, 212.00000, 196.00000, 227.00000, 383.00000, 384.00000, 265.00000,1159.00000, 652.00000,  77.00000,-232.00000,   1.00000
2000-04-11, 292.00000, 258.00000, 288.00000, 633.00000, 714.00000, 419.00000,1655.00000,1010.00000, 196.00000,-468.00000,   0.00000
2000-04-19,16000.00000,7251.00000,7291.00000,7671.00000,16000.00000,5503.00000,-293.00000,20996.00000,-2458.00000,-8521.00000,   4.00000
2000-05-05, 327.00000, 334.00000, 317.00000, 547.00000, 286.00000, 263.00000,1331.00000, 845.00000, 114.00000, -72.00000,   0.00000
2000-05-21, 184.00000, 246.00000, 224.00000, 634.00000, 571.00000, 331.00000,2325.00000, 883.00000, 262.00000,-342.00000,   0.00000
2000-05-29, 210.00000, 239.00000, 170.00000, 708.00000, 228.00000,  84.00000,2182.00000, 733.00000, 380.00000,  40.00000,   0.00000
2000-06-06, 985.00000,1199.00000,1225.00000,2591.00000,2299.00000,1742.00000, 700.00000,3988.00000, 780.00000,-1469.00000,   0.00000
2000-06-14, 181.00000, 237.00000, 206.00000, 899.00000, 380.00000, 174.00000,2833.00000, 925.00000, 506.00000, -72.00000,   0.00000
2000-06-22, 197.00000, 314.00000, 278.00000,1029.00000, 584.00000, 325.00000,2583.00000,1173.00000, 532.00000,-239.00000,   0.00000
2000-06-30, 321.00000, 488.00000, 392.00000,1783.00000, 792.00000, 421.00000,2735.00000,1854.00000,1003.00000,-217.00000,   0.00000
2000-07-08, 419.00000, 596.00000, 616.00000,1885.00000, 970.00000, 541.00000,2194.00000,2185.00000, 917.00000,-298.00000,   0.00000
2000-07-24, 361.00000, 509.00000, 492.00000,1698.00000,1290.00000, 757.00000,2835.00000,2111.00000, 826.00000,-742.00000,   0.00000
2000-08-01, 289.00000, 416.00000, 375.00000,1482.00000, 806.00000, 394.00000,2979.00000,1634.00000, 797.00000,-290.00000,   0.00000
