,ordinaldate,blue,green,red,nir,swir1,swir2,therm,tcb,tcg,tcw,fmask
203,730597,784,842,851,1263,1030,798,137,2213,157,-483,0
204,730613,665,788,867,1413,1221,871,600,2338,289,-638,0
205,730621,498,594,567,1276,1131,812,1159,1937,406,-705,0
206,730629,350,451,471,1239,1114,734,2368,1750,490,-716,0
207,730637,16000,16000,16000,5984,16000,4972,218,28352,-9932,-4057,4
208,730645,839,1032,940,2147,1515,968,-75,3051,740,-676,0
209,730653,336,488,441,2001,1253,698,1974,2218,1109,-642,0
210,730669,330,551,433,2613,1552,796,2537,2706,1572,-776,0
211,730677,361,587,441,2567,1494,788,2018,2685,1520,-730,0
212,730685,892,1071,968,3117,1984,1157,1709,3841,1452,-903,4
213,730693,279,547,465,2662,1636,824,2368,2773,1600,-833,0
214,730709,1498,1651,1537,3441,1833,1112,31,4649,1211,-397,4
215,730717,310,527,463,2908,1793,879,2335,2973,1788,-929,0
216,730725,296,581,551,2770,1972,1032,2194,3053,1603,-1134,0
217,730733,357,629,624,2905,2048,1004,1816,3221,1658,-1108,0
218,730741,16000,5884,5855,6293,4202,2351,-75,14423,-2086,443,4
219,730749,383,657,712,2444,2581,1443,2335,3290,1175,-1795,0
220,730757,382,678,814,2293,2637,1482,1702,3295,995,-1850,0
221,730773,2384,2418,2497,3364,2283,1569,-1400,5882,300,-517,4
222,730781,3644,3897,4002,5035,4758,4326,-890,9960,-40,-2753,4
223,730797,751,1003,1330,2402,2903,1836,31,4019,645,-1989,2
224,730941,238,247,251,437,584,450,1271,828,66,-452,0
225,730973,363,451,487,996,993,701,1492,1576,292,-656,0
226,730981,269,403,488,934,980,738,1610,1506,263,-694,0
227,731005,1220,1261,1264,2093,1797,1425,-550,3567,360,-999,4
228,731013,265,418,388,1255,964,592,2325,1602,585,-559,0
229,731021,810,917,887,1977,1270,895,340,2777,672,-539,4
230,731029,2053,2177,2158,3349,2906,2584,-515,5949,414,-1728,4
231,731037,263,367,300,1707,958,476,2335,1762,1016,-434,0
232,731045,289,411,296,1732,932,510,2368,1798,1019,-423,0
233,731053,1156,1117,911,1730,653,396,699,2493,437,196,4
234,731085,1062,1139,1060,2912,1961,1071,874,3810,1214,-827,4
235,731093,251,481,437,2213,1861,1004,2150,2578,1250,-1207,0
236,731109,2800,2828,2868,3852,2760,2314,-2177,6945,240,-990,4
237,731117,373,602,684,2138,2418,1337,2386,2999,975,-1699,0
238,731125,384,617,769,2042,2481,1501,1236,3057,828,-1831,0
239,731133,1233,1278,1340,2206,1981,1319,340,3716,422,-1010,4
240,731141,680,882,1097,2213,2671,1549,1378,3577,689,-1792,0
241,731157,786,1008,1297,2456,2942,1866,84,4060,693,-2032,0
242,731173,863,976,1393,2446,2811,1775,345,4048,646,-1863,4
243,731181,566,866,1142,2036,2600,1532,461,3445,551,-1761,0
244,731189,2737,3092,3132,3804,3680,3385,-515,7697,-131,-2147,4
245,731221,5174,5429,5528,5407,500,492,-515,9743,-523,3391,3
246,731253,259,297,327,502,716,561,-238,1000,49,-562,0
247,731269,462,520,544,704,802,535,-183,1390,25,-447,0
248,731301,581,724,770,1280,1408,1170,-628,2292,215,-1019,0
249,731349,321,435,429,881,879,575,1793,1398,258,-546,0
250,731357,270,306,346,765,668,471,2233,1131,258,-415,0
251,731381,330,415,442,1154,829,592,2238,1544,469,-469,0
252,731397,271,353,420,1376,840,565,2018,1618,683,-438,0
253,731413,215,326,343,1367,879,541,2540,1554,732,-483,0
254,731421,-9999,-9999,-9999,-9999,-9999,-9999,2233,-9999,-9999,-9999,255
255,731437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
256,731445,290,482,440,2076,1678,846,2497,2416,1157,-1010,0
257,731453,1741,1741,1688,2683,1713,1329,-1243,4397,445,-523,4
258,731461,411,548,557,2302,1896,1023,2238,2772,1219,-1169,0
259,731477,359,545,590,2151,2306,1134,2106,2845,1076,-1537,0
260,731485,368,541,740,2204,2504,1410,2537,3085,1003,-1784,0
261,731493,467,624,780,2137,2587,1324,1793,3129,909,-1769,0
262,731501,406,628,791,2246,2525,1458,1103,3199,979,-1785,0
263,731509,443,672,849,2133,2689,1546,1656,3264,833,-1945,0
264,731517,563,828,1200,2528,2753,1612,816,3809,910,-1807,0
265,731557,2940,3185,3348,4571,2808,2076,-403,7760,508,-511,4
266,731621,1892,2040,2126,2090,488,292,-293,3830,-182,1029,3
267,731653,386,297,324,523,481,397,849,924,71,-295,0
268,731661,241,259,284,459,540,365,1159,831,76,-353,0
269,731669,1796,1769,1714,2123,1398,1096,-685,3960,6,-260,4
270,731677,255,311,272,530,585,404,1437,913,119,-386,0
271,731693,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
272,731701,350,410,438,918,975,719,1838,1483,263,-694,0
273,731709,403,458,450,1019,900,663,989,1542,326,-574,0
274,731717,461,594,583,1234,1090,735,1284,1883,382,-634,0
275,731725,296,405,328,1153,876,573,1762,1479,535,-528,0
276,731733,277,411,357,1189,942,558,1928,1532,553,-547,0
277,731749,277,380,385,1370,907,550,2238,1625,691,-481,0
278,731757,-9999,-9999,-9999,-9999,-9999,-9999,2335,-9999,-9999,-9999,255
279,731765,214,350,279,1152,641,331,1883,1282,618,-249,0
